2022-01-20 16:03:39,063 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:03:39,116 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:03:39,116 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:04:16,701 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:04:16,720 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:04:16,721 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:04:42,849 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:04:42,892 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:04:42,892 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:05:08,134 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:05:08,171 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:05:08,171 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:05:13,723 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:05:13,800 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:05:13,800 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:05:50,342 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:05:54,545 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:05:54,545 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
